label,status,hit,latency_ms,expected_id,top5_ids,top5_names,used_payload_json
경기 수원시 장안구 송죽동 503-1 63 120000000만원,200,0,56.2,2374,"[2525, 2358, 1959, 415]","['솥고집나혜석거리점 ', '케이비엠지엠', '완판도 광교점', '포차앤쿡']","{""totalAmount"": 120000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""경기"", ""gunName"": ""수원시"", ""dongName"": ""장안구""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 영등포구 선유서로31길 2 63 28000000만원,200,0,91.8,2373,[528],['리프레쉬'],"{""totalAmount"": 28000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""영등포구"", ""dongName"": ""선유서로31길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 1}"
경기 화성시 남양읍 역골중앙로 66 41 50000000만원,200,1,59.5,2372,"[2602, 1966, 2372, 368, 205]","['달토끼의 떡볶이 흡입구역', '창화당', '피자나라치킨공주', '멕시카나', '타이반쩜']","{""totalAmount"": 50000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [41], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""남양읍""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 마포구 망원동 409-44 63 50000000만원,200,0,79.9,2371,"[2189, 2451, 1065, 1048, 893]","['비오틱 요거트랩', 'ex_white', '일상유부', '저스트샐러드 상암점', '저스트샐러드상암점']","{""totalAmount"": 50000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""마포구"", ""dongName"": ""망원동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 마포구 망원동 409-44 8 50000000만원,200,0,73.1,2370,"[2189, 2451, 1065, 1048, 893]","['비오틱 요거트랩', 'ex_white', '일상유부', '저스트샐러드 상암점', '저스트샐러드상암점']","{""totalAmount"": 50000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [8], ""address"": {""sidoName"": ""서울"", ""gunName"": ""마포구"", ""dongName"": ""망원동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 부천시 소향로 181 39 80000000만원,200,1,71.3,2369,"[2341, 1238, 719, 630, 2369]","['AUTOS', '포미키친', '명품키친', '하이롤러신중동역점', '언아웃버거']","{""totalAmount"": 80000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [39], ""address"": {""sidoName"": ""경기"", ""gunName"": ""부천시"", ""dongName"": ""소향로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 강서구 공항대로 219 42 80000000만원,200,0,81.0,2368,"[2519, 1181, 1334, 1856, 708]","['완주', '리라헤어', '블랙벤자민', '니니카츠', '황실노래연습장']","{""totalAmount"": 80000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""공항대로""}, ""exclusiveArea"": ""ANY"", ""option"": [""AUTO_OPERATE"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 4}"
경기 남양주시 화도읍 창현로 51 42 110000000만원,200,1,64.1,2367,"[855, 2047, 2289, 2367, 1575]","['두찜', '효자동설렁탕', '비어첸', '청년다방', '프랭크버거']","{""totalAmount"": 110000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""경기"", ""gunName"": ""남양주시"", ""dongName"": ""화도읍""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
대구 수성구 지범로23길 19-8 14 15000000만원,200,0,71.0,2366,[],[],"{""totalAmount"": 15000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [14], ""address"": {""sidoName"": ""대구"", ""gunName"": ""수성구"", ""dongName"": ""지범로23길""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
경기 수원시 팔달구 인계동 33 60000000만원,200,1,100.2,2365,"[2365, 2050, 2540, 1146, 888]","['이뉴어', '만화카페 정글북', '미쿡사람', '지니케이크', '정직하개']","{""totalAmount"": 60000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [33], ""address"": {""sidoName"": ""경기"", ""gunName"": ""수원시"", ""dongName"": ""팔달구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 1}"
서울 종로구 종로40가길 8 42 60000000만원,200,1,73.5,2364,"[2364, 1769]","['쿄식당', '쿄식당']","{""totalAmount"": 60000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""서울"", ""gunName"": ""종로구"", ""dongName"": ""종로40가길""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 중구 다산로 118 63 140000000만원,200,1,67.2,2363,"[2363, 308]","['사평커피', '카페오랑쥬']","{""totalAmount"": 140000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""중구"", ""dongName"": ""다산로""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
대전 동구 낭월동 37 140000000만원,200,1,57.2,2362,[2362],['교촌치킨'],"{""totalAmount"": 140000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""대전"", ""gunName"": ""동구"", ""dongName"": ""낭월동""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 시흥시 신천동 410-1 34 125000000만원,200,1,56.3,2361,"[2361, 1967]","['까스텔바작시흥신천점', '무권리 공실']","{""totalAmount"": 125000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [34], ""address"": {""sidoName"": ""경기"", ""gunName"": ""시흥시"", ""dongName"": ""신천동""}, ""exclusiveArea"": ""OVER_30"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 4}"
인천 미추홀구 주안동 204-2 42 50000000만원,500,0,61.3,2360,[],[],"{""totalAmount"": 50000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""인천"", ""gunName"": ""미추홀구"", ""dongName"": ""주안동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 강동구 성내동 386-51 57 25000000만원,200,1,140.6,2359,[2359],['크로플 각'],"{""totalAmount"": 25000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [57], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강동구"", ""dongName"": ""성내동""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 수원시 영통구 영통동 42 1788793664만원,200,1,58.2,2358,"[2358, 415]","['케이비엠지엠', '포차앤쿡']","{""totalAmount"": 1788793664, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""경기"", ""gunName"": ""수원시"", ""dongName"": ""영통구""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 금천구 독산로75길 12 35 39000000만원,200,1,82.3,2357,"[2490, 2357, 2355]","['놀면뭐하개', '은근포차', '은근포차']","{""totalAmount"": 39000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [35], ""address"": {""sidoName"": ""서울"", ""gunName"": ""금천구"", ""dongName"": ""독산로75길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
대구 수성구 수성못2길 27-5 15 200000000만원,200,1,59.5,2356,[2356],['먼데이오프플리즈대구'],"{""totalAmount"": 200000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""대구"", ""gunName"": ""수성구"", ""dongName"": ""수성못2길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 금천구 독산로75길 12 35 40000000만원,200,1,56.7,2355,"[2490, 2357, 2355]","['놀면뭐하개', '은근포차', '은근포차']","{""totalAmount"": 40000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [35], ""address"": {""sidoName"": ""서울"", ""gunName"": ""금천구"", ""dongName"": ""독산로75길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 강남구 도곡동 63 150000000만원,200,1,74.0,2354,"[2410, 2354, 2251, 2864]","['벤티프레소 매봉역점 ', '벤티프레소 매봉역점 ', '휘게(hygge)', '디어젤라또']","{""totalAmount"": 150000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강남구"", ""dongName"": ""도곡동""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 성남시 분당구 판교역로 231 15 95000000만원,200,1,74.7,2353,"[2353, 319, 1781, 2633, 2226]","['에그드랍(EGG DROP)', '샐러드 로우', '컴포즈커피(COMPOSE COFFEE)', '이디야커피', '이디야커피']","{""totalAmount"": 95000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""경기"", ""gunName"": ""성남시"", ""dongName"": ""분당구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 강서구 마곡중앙로 161-8 15 170000000만원,200,0,66.9,2352,[2339],['1943'],"{""totalAmount"": 170000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""마곡중앙로""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
경기 안양시 만안구 전파로 30 63 20000000만원,200,1,92.8,2351,"[2572, 2488, 2735, 2351]","['더마들렌', '카페 카멜롯', '몬스터규카츠', '더 마들렌']","{""totalAmount"": 20000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""경기"", ""gunName"": ""안양시"", ""dongName"": ""만안구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
충북 청주시 상당구 중고개로 137 63 60000000만원,200,0,71.3,2350,"[1073, 925, 790, 810, 1545]","['더잇24', '파스타입니다', '핵밥', '스타덤PC', '토스트카페마리']","{""totalAmount"": 60000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""상당구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 송파구 방이동 166-18 21 30000000만원,200,1,102.5,2349,"[3003, 2349, 2978, 1848, 1455]","['덴마바', '스튜디오 우유', '웨이브라이크', '스튜디오치즈', '스튜디오치즈']","{""totalAmount"": 30000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [21], ""address"": {""sidoName"": ""서울"", ""gunName"": ""송파구"", ""dongName"": ""방이동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""AUTO_OPERATE"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
충북 청주시 상당구 중고개로 137 63 60000000만원,200,0,65.8,2348,"[925, 2332, 300, 462, 869]","['파스타입니다', '배떡', '비비큐', '꾸브라꼬 숯불 두마리 치킨', '원할머니']","{""totalAmount"": 60000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""상당구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 의정부시 금오로 3 42 20000000만원,200,1,60.5,2347,"[3306, 2347, 1902]","['테스트1', '우막산순대국(금오점)', '고진담푸드']","{""totalAmount"": 20000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""경기"", ""gunName"": ""의정부시"", ""dongName"": ""금오로""}, ""exclusiveArea"": ""OVER_30"", ""option"": [""AUTO_OPERATE"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
대전 유성구 관평동 15 60000000만원,200,1,71.8,2346,[2346],['버거앤프라이즈(Burger&Friez)'],"{""totalAmount"": 60000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""대전"", ""gunName"": ""유성구"", ""dongName"": ""관평동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 고양시 덕양구 화정동 1138 33 75000000만원,200,0,95.2,2345,"[3020, 2582, 2587, 2512, 2424]","['비즈웰 일산공유오피스 비상주사무실', '인더풀', '댓데이', '비즈웰 일산소호', '하츠야']","{""totalAmount"": 75000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [33], ""address"": {""sidoName"": ""경기"", ""gunName"": ""고양시"", ""dongName"": ""덕양구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 4}"
서울 강서구 등촌동 628-9 36 115000000만원,200,1,67.8,2344,"[2570, 2344, 2252, 573, 656]","['르반필라테스', '취향마라 가양역점', '취향마라 가양역점', '초밥대통령', '초밥대통령']","{""totalAmount"": 115000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [36], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""등촌동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
부산 동래구 미남로116번길 109 37 25000000만원,200,1,61.5,2343,[2343],['송송숯불두마리치킨'],"{""totalAmount"": 25000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""부산"", ""gunName"": ""동래구"", ""dongName"": ""미남로116번길""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
부산 강서구 명지국제8로 296 41 40000000만원,200,1,97.9,2342,"[2342, 2280]","['미스터피자', '미스터피자']","{""totalAmount"": 40000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [41], ""address"": {""sidoName"": ""부산"", ""gunName"": ""강서구"", ""dongName"": ""명지국제8로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 부천시 신흥로365번길 30 23 7000000만원,200,1,104.5,2341,"[2341, 1238, 630, 1502, 1464]","['AUTOS', '포미키친', '하이롤러신중동역점', '소금스파', '소금스파']","{""totalAmount"": 7000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [23], ""address"": {""sidoName"": ""경기"", ""gunName"": ""부천시"", ""dongName"": ""신흥로365번길""}, ""exclusiveArea"": ""OVER_30"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 1}"
인천 부평구 삼산1동 37 80000000만원,200,1,71.4,2340,"[2149, 2340, 2300, 2299]","['메가엠지씨커피(MEGA MGC COFFEE)', '굽네치킨', '굽네치킨', '굽네치킨']","{""totalAmount"": 80000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""인천"", ""gunName"": ""부평구"", ""dongName"": ""삼산1동""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 강서구 마곡중앙6로 89 15 110000000만원,200,1,52.0,2339,[2339],['1943'],"{""totalAmount"": 110000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""마곡중앙6로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
인천 남동구 구월동 1457-1 15 180000000만원,200,1,92.4,2338,"[2338, 2763, 2747, 2705]","['진1926', '즣호맥', '즣호맥', '호맥']","{""totalAmount"": 180000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""인천"", ""gunName"": ""남동구"", ""dongName"": ""구월동""}, ""exclusiveArea"": ""OVER_30"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
인천 서구 청라동 119-3 63 120000000만원,200,0,382.2,2337,"[2604, 1773, 1824, 2637, 375]","['79대포', '인생건어물', '트리플에이커피', '이디야커피', '네네치킨']","{""totalAmount"": 120000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""인천"", ""gunName"": ""서구"", ""dongName"": ""청라동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
인천 서구 청라동 119-3 63 120000000만원,200,0,88.0,2336,"[2604, 1773, 1824, 2637, 375]","['79대포', '인생건어물', '트리플에이커피', '이디야커피', '네네치킨']","{""totalAmount"": 120000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""인천"", ""gunName"": ""서구"", ""dongName"": ""청라동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 시흥시 능곡동 737 63 170000000만원,200,1,86.0,2335,"[2291, 2762, 2636, 2499, 2335]","['보고싶다', '79대포', '이디야커피', '이디야커피', '이디야커피']","{""totalAmount"": 170000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""경기"", ""gunName"": ""시흥시"", ""dongName"": ""능곡동""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 동작구 장승배기로 125 36 25000000만원,200,1,66.5,2334,"[2652, 2334]","['에딕티이즈', '노량양꼬치']","{""totalAmount"": 25000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [36], ""address"": {""sidoName"": ""서울"", ""gunName"": ""동작구"", ""dongName"": ""장승배기로""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 부천시 심곡동 384-2 15 90000000만원,200,1,56.4,2333,"[2492, 1157, 2333, 1387, 1609]","['미태리', '국수나무', '미태리', '바빈스', '플랩잭팬트리(Flapjack Pantry)']","{""totalAmount"": 90000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""경기"", ""gunName"": ""부천시"", ""dongName"": ""심곡동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""EMPLOYEE_TAKEOVER"", ""SPECIAL_COMMERCIAL"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
충북 청주시 흥덕구 봉명동 2704 14 50000000만원,200,1,100.4,2332,"[2553, 2332, 462, 1640, 1515]","['육칠이', '배떡', '꾸브라꼬 숯불 두마리 치킨', '수유리혼밥왕', '던킨/던킨도너츠']","{""totalAmount"": 50000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [14], ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""흥덕구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경남 산청군 산청읍 19 230000000만원,200,1,50.0,2331,[2331],['배스킨라빈스'],"{""totalAmount"": 230000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [19], ""address"": {""sidoName"": ""경남"", ""gunName"": ""산청군"", ""dongName"": ""산청읍""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
