sale_franchise_id,address,sub_category_id,takeover_amount,monthly_avg_sales,exclusive_area,is_franchise,is_non_premium,operation_period,worker_cnt,parking_cnt,is_employee_takeover,store_type,sales_time_type,premium,deposit,is_premium_payment,expected_id,sido_name,gun_name,dong_name
2479,대전 동구 구도동 346,57,150000000,100000000,495.87,0,0,48,2,5,0,1,4,50000000,100000000,1,2479,대전,동구,구도동
2478,서울 마포구 와우산로27길 70,26,30000000,60000000,132.232,0,0,36,1,0,0,1,4,0,30000000,1,2478,서울,마포구,와우산로27길
2477,경기 김포시 구래동 6886-6,14,23000000,10000000,33.058,1,0,15,1,5,0,1,0,3000000,20000000,1,2477,경기,김포시,구래동
2476,경기 성남시 분당구 구미동 143-1,37,100000000,33000000,105.7856,1,0,28,1,1,0,1,0,80000000,20000000,1,2476,경기,성남시,분당구
2475,대구 남구 중앙대로31길 139,41,80000000,35000000,33.058,1,0,25,2,0,0,1,0,70000000,10000000,1,2475,대구,남구,중앙대로31길
2474,경기 성남시 분당구 판교역로 231,30,200000000,57000000,46.28,0,0,5,2,5,1,1,0,150000000,50000000,1,2474,경기,성남시,분당구
2473,인천 남동구 인하로507번길 63,15,110000000,20000000,49.587,0,0,8,1,5,0,1,0,40000000,70000000,1,2473,인천,남동구,인하로507번길
2472,대전 중구 오류로 31,14,60000000,20000000,59.5044,1,0,48,2,4,0,2,0,30000000,30000000,1,2472,대전,중구,오류로
2471,대전 중구 오류로 31,14,60000000,20000000,59.5044,1,0,48,2,4,0,2,0,30000000,30000000,1,2471,대전,중구,오류로
2470,충남 천안시 서북구 성성6로 1-4,63,30000000,0,69.4218,0,0,15,1,3,0,1,0,0,30000000,1,2470,충남,천안시,서북구
2469,인천 서구 단봉로 99,42,36000000,13000000,95.8682,0,0,41,1,4,0,1,0,16000000,20000000,1,2469,인천,서구,단봉로
2468,인천 서구 단봉로 99,42,35000000,8000000,95.8682,0,0,41,1,4,0,3,0,15000000,20000000,1,2468,인천,서구,단봉로
2467,경남 김해시 관동동 1071-2,42,80000000,22000000,122.31,0,0,69,1,2,0,1,0,60000000,20000000,1,2467,경남,김해시,관동동
2466,경기 김포시 운양동 1306-6,37,150000000,35000000,46.2812,1,0,28,1,5,0,1,0,120000000,30000000,1,2466,경기,김포시,운양동
2465,경기 수원시 권선구 탑동,35,42000000,15000000,52.8928,0,0,90,1,1,0,1,0,32000000,10000000,1,2465,경기,수원시,권선구
2464,경기 고양시 덕양구 화신로 295,63,88000000,7500000,16.53,1,0,6,0,3,0,1,0,63000000,25000000,1,2464,경기,고양시,덕양구
2463,부산 수영구 민락수변로17번길 56,15,120000000,25000000,36.3638,0,0,17,1,5,1,3,0,100000000,20000000,1,2463,부산,수영구,민락수변로17번길
2462,대전 중구 오류로 31,14,60000000,20000000,59.5044,1,0,48,2,5,0,2,0,30000000,30000000,1,2462,대전,중구,오류로
2461,서울 광진구 광나루로 369,42,34000000,35000000,33.06,0,0,30,2,1,1,1,0,25000000,9000000,1,2461,서울,광진구,광나루로
2460,충북 청주시 흥덕구 대농로 58,35,400000000,55000000,135.5378,1,0,3,2,0,1,1,1,350000000,50000000,1,2460,충북,청주시,흥덕구
2459,경기 수원시 팔달구 매산로52번길 8-1,37,100000000,34000000,92.56,1,0,15,1,1,0,1,0,90000000,10000000,0,2459,경기,수원시,팔달구
2458,부산 수영구 민락수변로17번길 56,9,100000000,25000000,36.3638,0,0,17,1,5,1,3,0,80000000,20000000,1,2458,부산,수영구,민락수변로17번길
2457,서울 도봉구,63,150000000,21000000,33.06,1,0,34,2,0,1,1,0,120000000,30000000,0,2457,서울,도봉구,
2456,서울 동대문구 천호대로 23,63,60000000,0,76.03,1,0,96,1,1,1,1,0,30000000,30000000,1,2456,서울,동대문구,천호대로
2455,서울 도봉구,63,150000000,210000000,33.06,1,0,33,2,0,1,1,0,120000000,30000000,1,2455,서울,도봉구,
2454,강원특별자치도 원주시 명륜동 90-11,42,230000000,41000000,52.8928,0,0,92,1,1,0,1,1,220000000,10000000,1,2454,강원특별자치도,원주시,명륜동
2453,충남 천안시 동남구 신방동 1140,18,65000000,8000000,991.74,0,0,15,1,3,1,1,0,35000000,30000000,1,2453,충남,천안시,동남구
2452,전북 남원시 가방뜰길 54,37,90000000,35000000,165.29,1,0,16,2,3,1,1,0,80000000,10000000,1,2452,전북,남원시,가방뜰길
2451,서울 마포구 망원동 409-44,63,30000000,7000000,49.59,0,0,19,1,1,0,1,0,10000000,20000000,1,2451,서울,마포구,망원동
2450,경기 수원시 권선구 권중로76번길 10,37,45000000,28000000,42.9754,0,0,6,1,0,0,1,0,30000000,15000000,1,2450,경기,수원시,권선구
2449,인천 남동구 용천로17번길 50-22,30,10000000,5000000,49.587,0,0,6,1,0,1,1,0,5000000,5000000,1,2449,인천,남동구,용천로17번길
2448,서울 은평구 응암로 360,42,170000000,42000000,72.73,0,0,60,2,2,1,1,0,120000000,50000000,1,2448,서울,은평구,응암로
2447,경기 성남시 분당구 서현동 334-7,37,80000000,50000000,105.7856,1,0,36,1,2,0,1,0,50000000,30000000,1,2447,경기,성남시,분당구
2446,대구 달서구 갈밭로12길 15,63,75000000,6800000,59.5,0,0,22,1,2,0,1,0,60000000,15000000,1,2446,대구,달서구,갈밭로12길
2445,충남 당진시 당진중앙2로 202,34,135000000,35000000,152.0668,0,0,31,1,5,0,1,4,35000000,100000000,1,2445,충남,당진시,당진중앙2로
2444,경기 시흥시 정왕동 1853-5,57,38000000,8000000,297.52,0,0,20,1,0,0,1,0,18000000,20000000,0,2444,경기,시흥시,정왕동
2443,경기 양주시 옥정동로7길 20,27,75000000,10000000,125.62,0,0,36,1,1,0,1,0,35000000,40000000,1,2443,경기,양주시,옥정동로7길
2442,경기 안양시 동안구 포도원로 4,20,80000000,12000000,46.2812,0,0,90,1,0,0,2,0,40000000,40000000,1,2442,경기,안양시,동안구
2441,서울 서초구 서초동 1599-2,63,33000000,6200000,39.6696,0,0,5,1,5,0,1,0,3000000,30000000,1,2441,서울,서초구,서초동
2440,강원특별자치도 강릉시 홍제동,15,40000000,10000000,52.8928,1,0,61,0,1,0,1,0,10000000,30000000,1,2440,강원특별자치도,강릉시,홍제동
2439,충북 청주시 흥덕구 강서로 118,33,210000000,27000000,56.2,0,0,10,1,1,0,1,0,180000000,30000000,0,2439,충북,청주시,흥덕구
2438,경기 용인시 처인구 양지면 교동로10번길 6,42,25000000,1000000,92.5624,0,0,48,1,2,0,1,0,15000000,10000000,1,2438,경기,용인시,처인구
2437,서울 성동구 행당동 19-85,37,145000000,32000000,125.6204,1,0,31,1,0,0,1,0,90000000,55000000,1,2437,서울,성동구,행당동
2436,서울 영등포구,6,90000000,26000000,36.36,1,0,28,1,1,0,1,0,60000000,30000000,0,2436,서울,영등포구,
2435,서울 노원구 광운로 37-1,39,70000000,7000000,33.058,0,0,7,0,2,0,3,4,40000000,30000000,1,2435,서울,노원구,광운로
2434,부산 부산진구 중앙대로 672,25,200000000,46300000,66.12,1,0,48,4,5,1,1,4,150000000,50000000,1,2434,부산,부산진구,중앙대로
2433,부산 부산진구 중앙대로 672,25,190000000,42000000,66.12,1,0,48,4,5,1,1,4,140000000,50000000,1,2433,부산,부산진구,중앙대로
2432,부산 부산진구 중앙대로 672,25,200000000,40000000,66.12,1,0,48,3,5,1,1,4,150000000,50000000,1,2432,부산,부산진구,중앙대로
2431,제주특별자치도 서귀포시 대정읍 글로벌에듀로 390,30,1076413696,25000000,66.116,0,0,20,2,2,1,1,0,1056413696,20000000,1,2431,제주특별자치도,서귀포시,대정읍
2430,경기 평택시 지산동 1009,42,30000000,30000000,49.59,1,0,17,1,1,0,1,0,20000000,10000000,0,2430,경기,평택시,지산동
2429,경기 안양시 동안구 포도원로 4,20,80000000,12000000,33.058,0,0,92,1,0,0,1,0,40000000,40000000,1,2429,경기,안양시,동안구
2428,서울 강남구 선릉로72길 34,9,10000000,10000,13.22,0,0,5,1,1,0,1,0,0,10000000,1,2428,서울,강남구,선릉로72길
2427,서울 강남구 신사동 523-22,30,100000000,0,122.31,0,0,26,1,1,0,1,0,50000000,50000000,1,2427,서울,강남구,신사동
2426,서울 송파구 신천동,15,80000000,26000000,99.174,0,0,24,2,1,0,3,4,30000000,50000000,1,2426,서울,송파구,신천동
2425,경기 안산시 상록구 항가울로 57,37,95000000,30000000,52.8928,1,0,20,1,1,0,1,0,85000000,10000000,1,2425,경기,안산시,상록구
2424,경기 고양시 덕양구 동산동 369,30,20000000,3000000,36.3638,0,0,15,1,5,0,3,0,10000000,10000000,1,2424,경기,고양시,덕양구
2423,경기 수원시 영통구 광교호수공원로 300,35,8000000,4000000,19.83,0,0,6,2,5,0,1,0,5000000,3000000,0,2423,경기,수원시,영통구
2422,경기 수원시 영통구 하동,25,7000000,30010000,16.529,0,0,6,1,5,0,1,0,4000000,3000000,1,2422,경기,수원시,영통구
2421,부산 연제구 반송로 80,63,62000000,7000000,19.83,1,0,18,1,5,0,1,1,32000000,30000000,1,2421,부산,연제구,반송로
2420,대구 달서구 당산로 39,42,325000000,48600000,56.1986,0,0,150,2,3,0,1,4,250000000,75000000,1,2420,대구,달서구,당산로
2419,인천 계양구 계양문화로 119,35,75000000,16000000,82.65,0,0,13,1,1,0,1,0,50000000,25000000,1,2419,인천,계양구,계양문화로
2418,경기 안산시 단원구 선이로 6,31,50000000,30000000,347.109,0,0,100,0,3,0,1,0,0,50000000,1,2418,경기,안산시,단원구
2417,경기 안산시 단원구 선이로 6,31,50000000,7000000,347.109,0,0,100,0,3,0,1,0,0,50000000,1,2417,경기,안산시,단원구
2416,경기 고양시 일산서구 경의로 845,33,170000000,32000000,165.29,0,0,108,2,2,1,1,1,110000000,60000000,1,2416,경기,고양시,일산서구
2415,인천 부평구 시장로12번길,36,700000000,68000000,161.98,0,0,4,2,1,1,1,1,600000000,100000000,1,2415,인천,부평구,시장로12번길
2414,인천 부평구 시장로 12,36,700000000,66000000,161.98,0,0,4,2,1,1,1,0,600000000,100000000,1,2414,인천,부평구,시장로
2413,경기 김포시 김포한강10로133번길,15,30000000,15000000,56.1986,1,0,5,1,5,1,3,0,20000000,10000000,1,2413,경기,김포시,김포한강10로133번길
2412,경기 고양시 덕양구 동산동,42,20000000,0,49.587,0,0,24,1,4,0,1,0,0,20000000,1,2412,경기,고양시,덕양구
2411,경기 시흥시 정왕동 1853-5,57,39000000,8000000,297.52,0,0,20,1,0,0,1,0,19000000,20000000,0,2411,경기,시흥시,정왕동
2410,서울 강남구 남부순환로 2738,63,150000000,22000000,214.877,0,0,18,1,1,1,1,0,70000000,80000000,1,2410,서울,강남구,남부순환로
2409,인천 연수구 랜드마크로 113,6,79000000,23000000,39.6696,1,0,52,1,5,1,1,0,29000000,50000000,1,2409,인천,연수구,랜드마크로
2408,서울 강남구 선릉로153길,6,210000000,100000000,99.174,0,0,31,1,1,0,1,0,10000000,200000000,1,2408,서울,강남구,선릉로153길
2407,대전 동구 동서대로 1673-1,63,60000000,4000000,56.2,0,0,55,1,0,0,1,0,30000000,30000000,1,2407,대전,동구,동서대로
2406,경기 수원시 장안구 송정로 169,63,22000000,3000000,23.14,0,0,12,1,1,0,1,0,12000000,10000000,1,2406,경기,수원시,장안구
2405,대전 서구 내동 18-36,27,28000000,3500000,36.36,0,0,27,1,2,0,1,0,18000000,10000000,0,2405,대전,서구,내동
2404,경기 구리시 인창동 313-32,63,62000000,50000,79.3392,0,0,48,1,1,0,1,0,42000000,20000000,1,2404,경기,구리시,인창동
2403,경기 하남시 망월동 1188-7,57,33000000,4000000,42.9754,0,0,44,1,1,0,1,0,13000000,20000000,1,2403,경기,하남시,망월동
2402,서울 동대문구 회기로 125,9,45000000,13000000,125.62,0,0,60,1,1,1,1,0,35000000,10000000,1,2402,서울,동대문구,회기로
2401,인천 서구 서달로 150-4,27,25000000,14000000,36.3638,0,0,29,1,0,0,1,0,5000000,20000000,1,2401,인천,서구,서달로
2400,경남 창원시 의창구,42,70000000,15000000,59.5044,0,0,49,1,0,0,1,0,30000000,40000000,1,2400,경남,창원시,의창구
2399,경기 성남시 수정구 위례광장로 12,63,20000000,5000000,42.98,0,0,1,1,4,0,1,0,0,20000000,1,2399,경기,성남시,수정구
2398,서울 성동구 성덕정3길 8,63,84000000,7000000,33.06,0,0,11,2,0,1,1,0,75000000,9000000,1,2398,서울,성동구,성덕정3길
2397,경기 시흥시 정왕동 1853-5,57,39000000,8000000,297.52,0,0,20,1,0,0,1,0,19000000,20000000,0,2397,경기,시흥시,정왕동
2396,경기 화성시 동탄기흥로 585,63,40000000,5000000,33.058,1,0,25,1,5,0,1,0,10000000,30000000,1,2396,경기,화성시,동탄기흥로
2395,인천 부평구 주부토로81번길 50,53,140000000,27000000,330.58,0,0,13,3,1,1,1,0,90000000,50000000,1,2395,인천,부평구,주부토로81번길
2394,경기 시흥시 정왕동 1853-5,57,40000000,7000000,297.52,0,0,20,1,0,0,1,0,20000000,20000000,0,2394,경기,시흥시,정왕동
2393,서울 관악구 신림동 1532,57,120000000,6500000,165.29,0,0,12,0,1,0,1,0,105000000,15000000,1,2393,서울,관악구,신림동
2392,인천 부평구 부평동 910-6,15,50000000,25000000,46.28,0,0,12,1,0,0,1,0,40000000,10000000,1,2392,인천,부평구,부평동
2391,경기 김포시 유현로 52,42,105000000,31000000,66.116,1,0,15,2,5,1,1,0,90000000,15000000,1,2391,경기,김포시,유현로
2390,충남 당진시 당진중앙2로 202,34,140000000,35000000,152.0668,0,0,31,1,5,0,3,0,40000000,100000000,1,2390,충남,당진시,당진중앙2로
2389,대구 남구 중앙대로 242,63,45000000,5000000,39.67,0,0,16,1,2,0,1,0,35000000,10000000,1,2389,대구,남구,중앙대로
2388,대구 남구 중앙대로 242,63,50000000,5000000,39.67,0,0,16,1,2,0,1,0,40000000,10000000,1,2388,대구,남구,중앙대로
2387,경기 수원시 권선구 탑동,35,50000000,15000000,39.6696,0,0,90,1,0,0,1,0,40000000,10000000,1,2387,경기,수원시,권선구
2386,인천 서구 아라동,43,40000000,10000000,82.645,0,0,18,1,5,1,1,0,20000000,20000000,1,2386,인천,서구,아라동
2385,부산 북구 팽나무로 1,63,60000000,10000000,49.587,0,0,5,1,0,0,1,0,50000000,10000000,1,2385,부산,북구,팽나무로
2384,부산 사상구 운산로 96,37,50000000,42000000,42.9754,1,0,60,1,1,1,1,1,45000000,5000000,1,2384,부산,사상구,운산로
2383,경남 김해시 구산로 20,37,65000000,29500000,36.36,0,0,20,2,0,0,1,0,45000000,20000000,1,2383,경남,김해시,구산로
2382,경남 김해시 구산로 20,37,65000000,29500000,36.36,0,0,20,2,0,0,1,0,45000000,20000000,1,2382,경남,김해시,구산로
2381,인천 서구 가정동 614-8,41,35000000,20000000,33.058,0,0,60,1,2,1,1,0,15000000,20000000,1,2381,인천,서구,가정동
2380,경기 시흥시 정왕동 1853-5,57,42000000,7000000,297.52,0,0,20,1,0,0,1,0,22000000,20000000,0,2380,경기,시흥시,정왕동
2379,대전 대덕구 선비마을로23번길 67,41,65000000,22000000,56.1986,1,0,48,1,1,1,1,0,35000000,30000000,1,2379,대전,대덕구,선비마을로23번길
2378,경기 고양시 덕양구 공양왕길,42,52000000,40000000,198.348,0,0,12,1,4,0,1,0,32000000,20000000,1,2378,경기,고양시,덕양구
2377,서울 영등포구 당산동4가 39-5,42,70000000,15000000,82.65,1,0,108,1,1,0,1,0,40000000,30000000,1,2377,서울,영등포구,당산동4가
2376,경기 하남시 미사강변대로34번안길,33,35000000,8000000,36.36,0,0,22,1,1,0,1,0,15000000,20000000,1,2376,경기,하남시,미사강변대로34번안길
2375,경기 의정부시 평화로243번길 45,42,29000000,12000000,52.8928,0,0,53,1,2,0,1,0,19000000,10000000,1,2375,경기,의정부시,평화로243번길
2374,경기 수원시 장안구 송죽동 503-1,63,120000000,45000000,66.116,0,0,15,3,2,0,1,0,100000000,20000000,1,2374,경기,수원시,장안구
2373,서울 영등포구 선유서로31길 2,63,28000000,9000000,33.058,0,0,29,1,0,0,1,1,20000000,8000000,1,2373,서울,영등포구,선유서로31길
2372,경기 화성시 남양읍 역골중앙로 66,41,50000000,32000000,39.6696,1,0,30,1,1,1,1,0,40000000,10000000,1,2372,경기,화성시,남양읍
2371,서울 마포구 망원동 409-44,63,50000000,7000000,49.59,0,0,19,1,1,0,1,0,30000000,20000000,1,2371,서울,마포구,망원동
2370,서울 마포구 망원동 409-44,8,50000000,7000000,49.59,0,0,19,1,1,0,1,0,30000000,20000000,1,2370,서울,마포구,망원동
2369,경기 부천시 소향로 181,39,80000000,20000000,59.5,0,0,13,1,1,0,1,0,50000000,30000000,1,2369,경기,부천시,소향로
2368,서울 강서구 공항대로 219,42,80000000,8000000,29.75,0,0,5,0,5,0,1,4,50000000,30000000,1,2368,서울,강서구,공항대로
2367,경기 남양주시 화도읍 창현로 51,42,110000000,42000000,59.5044,1,0,22,3,5,1,1,0,60000000,50000000,1,2367,경기,남양주시,화도읍
2366,대구 수성구 지범로23길 19-8,14,15000000,8000000,66.116,1,0,22,1,0,0,2,4,10000000,5000000,1,2366,대구,수성구,지범로23길
2365,경기 수원시 팔달구 인계동,33,60000000,7000000,49.59,0,0,12,1,4,0,1,1,40000000,20000000,0,2365,경기,수원시,팔달구
2364,서울 종로구 종로40가길 8,42,60000000,16000000,79.34,0,0,50,1,0,0,1,0,40000000,20000000,0,2364,서울,종로구,종로40가길
2363,서울 중구 다산로 118,63,140000000,8500000,13.22,0,0,42,1,0,0,1,0,90000000,50000000,1,2363,서울,중구,다산로
2362,대전 동구 낭월동,37,140000000,23540000,82.645,1,0,25,1,2,0,1,0,120000000,20000000,1,2362,대전,동구,낭월동
2361,경기 시흥시 신천동 410-1,34,125000000,35000000,99.174,0,0,40,1,5,0,1,4,25000000,100000000,1,2361,경기,시흥시,신천동
2360,인천 미추홀구 주안동 204-2,42,50000000,50000000,42.98,0,0,25,2,1,0,1,0,40000000,10000000,1,2360,인천,미추홀구,주안동
2359,서울 강동구 성내동 386-51,57,25000000,0,16.529,1,0,14,1,0,0,1,0,5000000,20000000,1,2359,서울,강동구,성내동
2358,경기 수원시 영통구 영통동,42,1788793664,40000000,330.58,0,0,5,2,4,0,1,0,5000000,1783793664,1,2358,경기,수원시,영통구
2357,서울 금천구 독산로75길 12,35,39000000,8000000,132.23,0,0,13,1,0,0,1,0,9000000,30000000,1,2357,서울,금천구,독산로75길
2356,대구 수성구 수성못2길 27-5,15,200000000,35000000,148.76,0,0,18,2,0,1,1,0,150000000,50000000,0,2356,대구,수성구,수성못2길
2355,서울 금천구 독산로75길 12,35,40000000,8000000,132.23,0,0,13,1,0,0,1,0,10000000,30000000,1,2355,서울,금천구,독산로75길
2354,서울 강남구 도곡동,63,150000000,23000000,23.1406,0,0,15,1,1,1,1,0,70000000,80000000,1,2354,서울,강남구,도곡동
2353,경기 성남시 분당구 판교역로 231,15,95000000,26000000,49.59,1,0,36,2,1,1,1,0,35000000,60000000,1,2353,경기,성남시,분당구
2352,서울 강서구 마곡중앙로 161-8,15,170000000,30000000,66.116,1,0,65,2,4,0,1,4,100000000,70000000,1,2352,서울,강서구,마곡중앙로
2351,경기 안양시 만안구 전파로 30,63,20000000,4500000,39.6696,0,0,12,0,5,0,2,0,10000000,10000000,1,2351,경기,안양시,만안구
2350,충북 청주시 상당구 중고개로 137,63,60000000,10000000,42.9754,1,0,12,1,5,0,1,0,30000000,30000000,1,2350,충북,청주시,상당구
2349,서울 송파구 방이동 166-18,21,30000000,1500000,59.5,0,0,5,0,2,0,1,0,20000000,10000000,1,2349,서울,송파구,방이동
2348,충북 청주시 상당구 중고개로 137,63,60000000,28000000,42.9754,1,0,12,1,5,0,1,0,30000000,30000000,1,2348,충북,청주시,상당구
2347,경기 의정부시 금오로 3,42,20000000,10000000,99.174,0,0,7,0,1,0,1,0,0,20000000,1,2347,경기,의정부시,금오로
2346,대전 유성구 관평동,15,60000000,23000000,49.587,1,0,27,1,5,1,1,0,30000000,30000000,1,2346,대전,유성구,관평동
2345,경기 고양시 덕양구 화정동 1138,33,75000000,9000000,39.6696,0,0,18,1,1,0,1,4,60000000,15000000,1,2345,경기,고양시,덕양구
2344,서울 강서구 등촌동 628-9,36,115000000,23000000,59.5044,0,0,5,2,5,1,1,0,80000000,35000000,1,2344,서울,강서구,등촌동
2343,부산 동래구 미남로116번길 109,37,25000000,20000000,26.4464,0,0,12,1,0,0,1,0,20000000,5000000,1,2343,부산,동래구,미남로116번길
2342,부산 강서구 명지국제8로 296,41,40000000,20000000,132.232,1,0,40,1,3,0,1,0,10000000,30000000,1,2342,부산,강서구,명지국제8로
2341,경기 부천시 신흥로365번길 30,23,7000000,25000000,112.4,0,0,60,1,1,0,1,1,5000000,2000000,1,2341,경기,부천시,신흥로365번길
2340,인천 부평구 삼산1동,37,80000000,45000000,66.12,1,0,100,1,2,0,1,0,60000000,20000000,0,2340,인천,부평구,삼산1동
2339,서울 강서구 마곡중앙6로 89,15,110000000,50000000,165.29,1,0,14,2,1,0,1,0,50000000,60000000,1,2339,서울,강서구,마곡중앙6로
2338,인천 남동구 구월동 1457-1,15,180000000,28500000,99.174,1,0,15,3,1,0,1,0,130000000,50000000,1,2338,인천,남동구,구월동
2337,인천 서구 청라동 119-3,63,120000000,14500000,62.8102,1,0,24,2,1,0,1,0,90000000,30000000,1,2337,인천,서구,청라동
2336,인천 서구 청라동 119-3,63,120000000,14500000,62.8102,1,0,24,2,1,0,1,0,90000000,30000000,1,2336,인천,서구,청라동
2335,경기 시흥시 능곡동 737,63,170000000,18000000,79.3392,1,0,90,2,1,0,1,0,90000000,80000000,1,2335,경기,시흥시,능곡동
2334,서울 동작구 장승배기로 125,36,25000000,7000000,69.42,0,0,10,1,1,1,1,0,15000000,10000000,1,2334,서울,동작구,장승배기로
2333,경기 부천시 심곡동 384-2,15,90000000,16000000,59.5044,1,0,6,1,0,1,3,0,60000000,30000000,1,2333,경기,부천시,심곡동
2332,충북 청주시 흥덕구 봉명동 2704,14,50000000,30000000,36.3638,1,0,7,1,1,0,1,0,40000000,10000000,1,2332,충북,청주시,흥덕구
2331,경남 산청군 산청읍,19,230000000,35000000,132.232,1,0,6,1,0,0,1,0,210000000,20000000,1,2331,경남,산청군,산청읍
2330,경기 하남시 감일백제로83번길 24,14,80000000,25000000,46.2812,1,0,14,1,5,0,1,0,60000000,20000000,1,2330,경기,하남시,감일백제로83번길
2329,서울 송파구 문정동,37,60000000,45000000,85.9508,1,0,72,1,1,0,1,1,30000000,30000000,1,2329,서울,송파구,문정동
2328,경기 김포시 구래동 6886-6,14,25000000,10000000,33.058,1,0,14,1,5,0,3,0,5000000,20000000,1,2328,경기,김포시,구래동
2327,전북 전주시 완산구 효자동3가 1535-4,35,50000000,0,214.877,0,0,60,3,4,0,3,0,20000000,30000000,1,2327,전북,전주시,완산구
2326,경기 남양주시 다산동 6184-4,42,50000000,0,33.058,0,0,0,0,5,0,3,0,0,50000000,1,2326,경기,남양주시,다산동
2325,경기 김포시 구래동 6886-6,14,27000000,10000000,33.058,1,0,14,1,5,0,3,0,7000000,20000000,1,2325,경기,김포시,구래동
2324,충북 청주시 서원구 사창동 413,35,65000000,10000000,158.6784,0,0,39,1,0,0,1,0,30000000,35000000,1,2324,충북,청주시,서원구
2323,경기 부천시 부일로459번길 32,35,265000000,0,99.17,0,0,1,1,0,1,1,0,115000000,150000000,1,2323,경기,부천시,부일로459번길
2322,서울 양천구 공항대로 538,27,80000000,5000000,66.116,1,0,8,1,0,0,1,0,70000000,10000000,1,2322,서울,양천구,공항대로
2321,경남 양산시 번영로 123,42,50000000,22000000,138.8436,0,0,62,1,3,0,1,0,20000000,30000000,1,2321,경남,양산시,번영로
2320,경기 남양주시 진접읍 장현천로 28,42,100000000,16000000,69.4218,0,0,14,1,2,0,1,4,60000000,40000000,1,2320,경기,남양주시,진접읍
2319,인천 미추홀구 주안동 204-2,42,80000000,54000000,42.98,0,0,25,2,1,1,1,0,70000000,10000000,1,2319,인천,미추홀구,주안동
2318,인천 미추홀구 주안동 204-2,42,90000000,54000000,42.98,0,0,25,2,1,1,1,0,80000000,10000000,1,2318,인천,미추홀구,주안동
2317,인천 중구 운서로7번길 4-23,42,18000000,12500000,33.06,0,0,18,1,1,0,1,0,8000000,10000000,1,2317,인천,중구,운서로7번길
2316,경기 시흥시 정왕동 1853-5,57,42000000,8000000,297.52,0,0,19,1,0,0,1,0,22000000,20000000,0,2316,경기,시흥시,정왕동
2315,충북 진천군 덕산읍 예지1길,42,55000000,25000000,165.29,0,0,140,1,2,0,1,0,30000000,25000000,1,2315,충북,진천군,덕산읍
2314,서울 성동구 무학로2길,15,125000000,15000000,89.2566,1,0,46,1,0,0,1,4,90000000,35000000,1,2314,서울,성동구,무학로2길
2313,경기 시흥시 비둘기공원2길 17,42,35000000,4000000,59.5044,0,0,37,1,0,0,1,0,25000000,10000000,1,2313,경기,시흥시,비둘기공원2길
2312,광주 광산구 월계동 830-12,15,11000000,7000000,33.058,1,0,36,1,1,0,2,0,6000000,5000000,1,2312,광주,광산구,월계동
2311,충북 청주시 서원구 사창동,35,65000000,10000000,158.6784,1,0,39,1,0,1,1,0,30000000,35000000,1,2311,충북,청주시,서원구
2310,서울 노원구 공릉로 221,14,70000000,30000000,33.058,0,0,7,1,0,0,1,0,40000000,30000000,1,2310,서울,노원구,공릉로
2309,대전 대덕구 선비마을로23번길 67,41,90000000,22000000,59.5044,1,0,48,1,1,1,1,0,60000000,30000000,1,2309,대전,대덕구,선비마을로23번길
2308,부산 사하구 낙동대로 280,15,70000000,15000000,49.587,1,0,27,2,5,0,1,0,40000000,30000000,1,2308,부산,사하구,낙동대로
2307,부산 사상구 백양대로700번길 8,37,15000000,4500000,92.5624,1,0,36,1,1,1,1,0,5000000,10000000,1,2307,부산,사상구,백양대로700번길
2306,경기 부천시 길주로 111,8,256180000,45000000,125.6204,0,0,14,2,5,1,3,0,176180000,80000000,1,2306,경기,부천시,길주로
2305,경기 화성시 동탄대로 181,26,40000000,30000000,46.2812,0,0,36,1,5,0,1,0,20000000,20000000,1,2305,경기,화성시,동탄대로
2304,경기 화성시 동탄대로 181,26,2020360000,30000000,46.2812,0,0,36,1,5,0,1,0,2000360000,20000000,1,2304,경기,화성시,동탄대로
2303,광주 광산구 첨단중앙로182번길 90,15,95000000,18000000,102.48,0,0,20,1,4,1,1,0,65000000,30000000,0,2303,광주,광산구,첨단중앙로182번길
2302,대전 서구 도마로 22,35,70000000,15000000,95.8682,0,0,6,1,0,1,3,0,50000000,20000000,1,2302,대전,서구,도마로
2301,인천 부평구 삼산1동,37,90000000,45000000,66.116,1,0,109,1,2,0,1,0,70000000,20000000,1,2301,인천,부평구,삼산1동
2300,인천 부평구 삼산1동,37,90000000,45000000,66.12,1,0,108,1,2,0,1,0,70000000,20000000,0,2300,인천,부평구,삼산1동
2299,인천 부평구 삼산1동,37,90000000,45000000,66.12,1,0,110,1,3,0,1,0,70000000,20000000,0,2299,인천,부평구,삼산1동
2298,서울 서초구 잠원동,42,160000000,25000000,102.4798,1,0,24,1,1,1,1,0,80000000,80000000,1,2298,서울,서초구,잠원동
2297,서울 용산구 이태원2동,63,200000000,0,69.42,0,0,15,0,0,0,1,0,170000000,30000000,0,2297,서울,용산구,이태원2동
2296,서울 용산구 이태원2동,63,200000000,0,69.42,0,0,15,1,0,0,1,0,170000000,30000000,0,2296,서울,용산구,이태원2동
2295,경기 고양시 덕양구 공양왕길,42,52000000,35000000,661.16,0,0,12,1,4,0,1,0,32000000,20000000,1,2295,경기,고양시,덕양구
2294,경기 화성시 동탄공원로3길 32-16,42,25000000,23000000,36.3638,0,0,11,1,1,0,1,0,15000000,10000000,1,2294,경기,화성시,동탄공원로3길
