label,status,hit,latency_ms,expected_id,top5_ids,top5_names,used_payload_json
"경기 의정부시 동일로 서양식 1~3억 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,108.5,1203,"[3011, 2591, 2375, 2347, 1203]","['뉴트로네일', 'popin', '갓츠킹', '우막산순대국(금오점)', '돈까스팩토리']","{""totalAmount"": 11000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""의정부시"", ""dongName"": ""동일로""}, ""addressLabel"": ""경기 의정부시 동일로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""서양식""}"
"서울 양천구 등촌로 한식 3억 이상 10평 이상 직원 승계 가능매장, 영업기간 1년 이상",200,1,87.0,1204,"[3023, 3022, 2493, 2480, 1204]","['정s슈퍼', '정s슈퍼', '더치킨맨', '하우어바웃 카페&타코야끼', '고기극찬 양천점']","{""totalAmount"": 32000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""양천구"", ""dongName"": ""등촌로""}, ""addressLabel"": ""서울 양천구 등촌로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""한식""}"
"경북 경산시 펜타힐즈2로 커피 1~3억 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,88.3,1207,"[1083, 1372, 1934, 1933, 1207]","['팔도커피 ', '네일은', '동복리갈치조림', '동복리갈치조림', '플랜경산점']","{""totalAmount"": 16000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경북"", ""gunName"": ""경산시"", ""dongName"": ""펜타힐즈2로""}, ""addressLabel"": ""경북 경산시 펜타힐즈2로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"충북 청주시 상당구 종합소매점 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상",200,1,76.1,1208,"[2958, 342, 1233, 1208, 1178]","['자유의커피 무인카페', 'Z와플커피', '청주 문화제조창(시청사) 원더아리아 분식코너', '노티스', '카레식당']","{""totalAmount"": 5000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""상당구""}, ""addressLabel"": ""충북 청주시 상당구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""종합소매점""}"
인천 미추홀구 길파로 한식 1억 이하 10평 이상 직원 승계 가능매장,200,1,94.7,1219,"[1219, 938, 125, 452, 343]","['제이엠푸드', '맛있는찬', '꼬기어때', '혁이푸드', '혁이푸드']","{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""인천"", ""gunName"": ""미추홀구"", ""dongName"": ""길파로""}, ""addressLabel"": ""인천 미추홀구 길파로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장"", ""categoryLabel"": ""한식""}"
"경기 수원시 장안구 한식 1억 이하 10평 미만 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,99.2,1221,"[3275, 2423, 2406, 1221, 1146]","['HenanA', '쓰리먼스', '보나커피', '덮밥심', '지니케이크']","{""totalAmount"": 3000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""수원시"", ""dongName"": ""장안구""}, ""addressLabel"": ""경기 수원시 장안구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"서울 강서구 화곡로 기타서비스 1억 이하 40평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,92.5,1226,"[1226, 1856, 708, 573, 2921]","['프렌치메종', '니니카츠', '황실노래연습장', '초밥대통령', '킨이로부타']","{""totalAmount"": 4400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""화곡로""}, ""addressLabel"": ""서울 강서구 화곡로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""기타서비스""}"
"충남 천안시 서북구 커피 1~3억 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,113.3,1230,"[2470, 2453, 1230, 1197, 894]","['카페츄츄', '아마도스포츠 풋살장', '스무드무드', '족발야시장 천안신부점', '마이,디어']","{""totalAmount"": 11000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""천안시"", ""dongName"": ""서북구""}, ""addressLabel"": ""충남 천안시 서북구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"충북 청주시 청원구 분식 1억 이하 10평 미만 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,65.4,1233,"[1233, 1178, 1414, 1093, 263]","['청주 문화제조창(시청사) 원더아리아 분식코너', '카레식당', '단골가계', '아로마포레스트', '새우치킨점']","{""totalAmount"": 2000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""청원구""}, ""addressLabel"": ""충북 청주시 청원구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""분식""}"
"경기 부천시 심곡동 주점 1~3억 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,127.1,1238,"[2341, 1238, 1002, 827, 806]","['AUTOS', '포미키친', '클래씨', '독도떡볶이부천시청점', '부천 중동 배달집찾으시는분']","{""totalAmount"": 12000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""부천시"", ""dongName"": ""심곡동""}, ""addressLabel"": ""경기 부천시 심곡동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""주점""}"
"경남 창원시 의창구 기타도소매 1억 이하 40평 이상 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,71.9,1241,"[1241, 945, 691, 639, 625]","['컴퓨터매장', '오닌', '사무실', '우미덮밥', '행복덮밥']","{""totalAmount"": 4000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경남"", ""gunName"": ""창원시"", ""dongName"": ""의창구""}, ""addressLabel"": ""경남 창원시 의창구"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""기타도소매""}"
"부산 강서구 명지국제8로 스포츠 1억 이하 40평 이상 직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,80.1,1245,"[1245, 1504, 2892]","['바디밸런스 명지점 ', '카페화연', '제이에스네일샵']","{""totalAmount"": 6000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""부산"", ""gunName"": ""강서구"", ""dongName"": ""명지국제8로""}, ""addressLabel"": ""부산 강서구 명지국제8로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""스포츠""}"
"경기 광명시 소하로76번길 음료 1~3억 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,74.7,1253,"[2568, 1378, 1955, 2947, 1253]","['더바디테라피', '마리', '퍼펙트 워시', '(주)제이인터내셔널코리아', '그린밸런스']","{""totalAmount"": 15800, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""광명시"", ""dongName"": ""소하로76번길""}, ""addressLabel"": ""경기 광명시 소하로76번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""음료""}"
"경기 의왕시 부곡시장5길 커피 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,72.5,1256,[1256],['조이커피'],"{""totalAmount"": 9000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""의왕시"", ""dongName"": ""부곡시장5길""}, ""addressLabel"": ""경기 의왕시 부곡시장5길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"경기 파주시 송학1길 서양식 1~3억 40평 이상 직원 승계 가능매장, 영업기간 1년 이상",200,1,114.3,1267,"[3101, 2547, 1267, 1282, 698]","['테스트', '운정폰마트', '이태리 금란', '파주식당', '마임하임카페']","{""totalAmount"": 13000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""파주시"", ""dongName"": ""송학1길""}, ""addressLabel"": ""경기 파주시 송학1길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""서양식""}"
"경기 남양주시 사릉로 일식 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,83.6,1270,"[1270, 1977, 1947, 1946, 1673]","['돌고래', '똥개해산물포차 ', '쓰다가게 ', '쓰다가게', '쓰다가게']","{""totalAmount"": 4400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""남양주시"", ""dongName"": ""사릉로""}, ""addressLabel"": ""경기 남양주시 사릉로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""일식""}"
"경북 칠곡군 동명면 커피 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,79.8,1273,[1273],['누브커피'],"{""totalAmount"": 8400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경북"", ""gunName"": ""칠곡군"", ""dongName"": ""동명면""}, ""addressLabel"": ""경북 칠곡군 동명면"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"대전 서구 대덕대로242번길 한식 1억 이하 10평 미만 직원 승계 가능매장, 무권리, 양도 즉시가능 매장",200,1,82.1,1274,"[3067, 1274]","['야', '한백국밥 둔산점']","{""totalAmount"": 1000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대전"", ""gunName"": ""서구"", ""dongName"": ""대덕대로242번길""}, ""addressLabel"": ""대전 서구 대덕대로242번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"서울 영등포구 여의도동 한식 1억 이하 10평 미만 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,75.0,1277,"[2373, 1118, 1008, 1001, 1277]","['무자스콘', '미정', '인생은밥이다', '인생은밥이다', '씨레벨']","{""totalAmount"": 5000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""영등포구"", ""dongName"": ""여의도동""}, ""addressLabel"": ""서울 영등포구 여의도동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 미만"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"경기 파주시 문산읍 한식 1~3억 20평 이상 직원 승계 가능매장, 영업기간 1년 이상",200,1,89.3,1282,"[3101, 2547, 1267, 1282, 1615]","['테스트', '운정폰마트', '이태리 금란', '파주식당', '카페 숲']","{""totalAmount"": 11000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""파주시"", ""dongName"": ""문산읍""}, ""addressLabel"": ""경기 파주시 문산읍"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상"", ""categoryLabel"": ""한식""}"
"전남 여수시 여서1로 패스트푸드 3억 이상 10평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,84.7,1287,"[1287, 2850]","['프랭크버거', '라구']","{""totalAmount"": 54000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""전남"", ""gunName"": ""여수시"", ""dongName"": ""여서1로""}, ""addressLabel"": ""전남 여수시 여서1로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""패스트푸드""}"
"대전 유성구 장대동 PC방 1억 이하 40평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,69.5,1292,"[1292, 2988]","['당근pc', '봉명탕후루카페']","{""totalAmount"": 2600, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대전"", ""gunName"": ""유성구"", ""dongName"": ""장대동""}, ""addressLabel"": ""대전 유성구 장대동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""PC방""}"
"강원 춘천시 온의동 임대 1억 이하 20평 이상 직원 승계 가능매장, 무권리, 양도 즉시가능 매장",200,1,92.5,1299,"[1198, 1300, 1301, 1299, 887]","['베베샤워', '디제이디앤씨(주)', '디제이디앤씨(주)', '디제이디앤씨(주)', '요가힐필라테스 ']","{""totalAmount"": 10000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""강원"", ""gunName"": ""춘천시"", ""dongName"": ""온의동""}, ""addressLabel"": ""강원 춘천시 온의동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 양도 즉시가능 매장"", ""categoryLabel"": ""임대""}"
"강원 춘천시 온의동 임대 1억 이하 40평 이상 직원 승계 가능매장, 무권리, 양도 즉시가능 매장",200,1,96.3,1301,"[1198, 1300, 1301, 1299, 887]","['베베샤워', '디제이디앤씨(주)', '디제이디앤씨(주)', '디제이디앤씨(주)', '요가힐필라테스 ']","{""totalAmount"": 10000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""강원"", ""gunName"": ""춘천시"", ""dongName"": ""온의동""}, ""addressLabel"": ""강원 춘천시 온의동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 무권리, 양도 즉시가능 매장"", ""categoryLabel"": ""임대""}"
"부산 부산진구 동천로85번길 주점 1~3억 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,86.1,1303,"[885, 1359, 1303, 1749, 127]","['오하이', '더스타일바이스타일', '태랑', '제이제이푸드', '마이코치짐 ']","{""totalAmount"": 20400, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""부산"", ""gunName"": ""부산진구"", ""dongName"": ""동천로85번길""}, ""addressLabel"": ""부산 부산진구 동천로85번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""주점""}"
"경기 오산시 궐리사로 커피 1~3억 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,97.3,1306,"[3008, 972, 880, 1807, 1306]","['도란치킨', '모노센드', '숯불민족 두마리치킨', '카페숲', '커피이십센치궐동점']","{""totalAmount"": 22000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""오산시"", ""dongName"": ""궐리사로""}, ""addressLabel"": ""경기 오산시 궐리사로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"서울 용산구 이태원로 주점 1~3억 20평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,91.0,1316,"[2972, 1785, 1316, 2064, 2815]","['프루프인더커피', '버터북', 'ondo', '효이다방', '카페시바 & 뜨리요가아쉬람']","{""totalAmount"": 14000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""용산구"", ""dongName"": ""이태원로""}, ""addressLabel"": ""서울 용산구 이태원로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""주점""}"
"인천 연수구 벚꽃로142번길 커피 1억 이하 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,100.1,1319,"[2136, 1017, 949, 1319, 1704]","['오늘의 중식', '떡군이네 떡볶이 연수점', '떡군이네', '런던베이커리', '고기혁명 연수점']","{""totalAmount"": 6600, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""인천"", ""gunName"": ""연수구"", ""dongName"": ""벚꽃로142번길""}, ""addressLabel"": ""인천 연수구 벚꽃로142번길"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""커피""}"
"대구 북구 산격동 한식 1억 이하 10평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,79.1,1320,"[1320, 699, 313]","['태평족발', '니꽃샐러드', '베리페리']","{""totalAmount"": 2800, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""대구"", ""gunName"": ""북구"", ""dongName"": ""산격동""}, ""addressLabel"": ""대구 북구 산격동"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""한식""}"
"인천 부평구 평천로 중식 1억 이하 40평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,84.8,1337,"[1936, 2998, 1711, 1617, 1337]","['강철카페 ', 'CROKIA', '강철카페', '강철카페 ', '홍차오']","{""totalAmount"": 3000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""인천"", ""gunName"": ""부평구"", ""dongName"": ""평천로""}, ""addressLabel"": ""인천 부평구 평천로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""중식""}"
"충남 당진시 송악읍 기타외식 1~3억 30평 이상 직원 승계 가능매장, 양도 즉시가능 매장",200,1,78.3,1350,"[1028, 850, 1350, 406, 849]","['만화꽃빵나무', '산정맥가', '만화꽃빵나무', '전라도엄니백반', '산정맥가']","{""totalAmount"": 11000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""충남"", ""gunName"": ""당진시"", ""dongName"": ""송악읍""}, ""addressLabel"": ""충남 당진시 송악읍"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 양도 즉시가능 매장"", ""categoryLabel"": ""기타외식""}"
"서울 강북구 노해로 기타서비스 1~3억 20평 이상 직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장",200,1,97.7,1355,"[1111, 844, 1511, 1355, 2144]","['오피스튜디오', '카페29', '땅콩카페', 'LG유플러스', '윤반장 강북점']","{""totalAmount"": 24000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": """", ""mainCategoryId"": [], ""subCategoryId"": [0], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""강북구"", ""dongName"": ""노해로""}, ""addressLabel"": ""서울 강북구 노해로"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능매장, 영업기간 1년 이상, 양도 즉시가능 매장"", ""categoryLabel"": ""기타서비스""}"
